"tweet_id","label"
"495977190400000000","surprise"
"524664606589874000","disgust"
"514266650153996000","trust"
"482987472876000000","fear"
"484487062385000000","surprise"
"496444205183000000","surprise"
"527038356148862000","trust"
"522461485503492000","trust"
"482237397112000000","surprise"
"772508198444000000","anger"
"484533266814000000","surprise"
"494950424797933000","disgust"
"506605468665000000","fear"
"542498000000000000","anticipation"
"495025918071000000","fear"
"551453341016809000","happiness"
"476856037950357000","disgust"
"485142774707000000","surprise"
"472717925061652000","disgust"
"524641374327000000","fear"
"494038784439000000","fear"
"473469493973225000","disgust"
"510506628568000000","fear"
"541566000000000000","anticipation"
"496452736419000000","surprise"
"541977000000000000","anticipation"
"521019000000000000","anticipation"
"519511000000000000","anticipation"
"524658524849057000","happiness"
"483895938151000000","surprise"
"520771378123780000","happiness"
"561196025546000000","anticipation"
"479060618658328000","happiness"
"769665098869000000","anger"
"484539520525000000","surprise"
"478368050996322000","sadness"
"521752000000000000","anticipation"
"474683761767219000","disgust"
"519565000000000000","anticipation"
"472025520951918000","disgust"
"521136000000000000","anticipation"
"562681048224768000","happiness"
"496642876776775000","sadness"
"556873392587000000","anticipation"
"494708224718000000","surprise"
"486610940491000000","surprise"
"526978369205000000","anticipation"
"552792666182672000","sadness"
"537263000000000000","anticipation"
"506118216352000000","fear"
"543501045482000000","anticipation"
"507784143603000000","fear"
"544164000000000000","anticipation"
"504984512758000000","fear"
"496454208607000000","surprise"
"471805592634000000","surprise"
"531433101725929000","disgust"
"546145885512421000","sadness"
"480604441305821000","trust"
"476325143925374000","happiness"
"523587000000000000","anticipation"
"772700721880000000","anger"
"770756354718000000","anger"
"534893746488635000","happiness"
"493871096157192000","happiness"
"499601173918000000","anticipation"
"495742254875942000","happiness"
"481948413748000000","surprise"
"533333306004107000","sadness"
"526160609948000000","fear"
"548033787875962000","disgust"
"473570731918249000","trust"
"482653472060000000","fear"
"476606330045000000","surprise"
"502178506639000000","fear"
"772534000000000000","anger"
"507357478024400000","trust"
"482021004558864000","sadness"
"521734138664000000","fear"
"510845045990113000","happiness"
"486388340359700000","trust"
"511243886539186000","trust"
"525008000000000000","anticipation"
"505731413447000000","fear"
"479419328136000000","fear"
"484104076289134000","trust"
"487020728182000000","surprise"
"478582631584370000","trust"
"538022936343773000","sadness"
"505937748042080000","sadness"
"479749042340000000","anticipation"
"540149024842465000","happiness"
"556799832909000000","fear"
"507721317102000000","fear"
"475639903686905000","trust"
"494941566406897000","trust"
"770378203026000000","anger"
"508432058687844000","sadness"
"481520150156000000","fear"
"523130917385416000","sadness"
"497365807019000000","surprise"
"512989551678078000","sadness"
"538017651490967000","sadness"
"523948000000000000","anger"
"497571571171852000","happiness"
"520598962861000000","fear"
"500509056197000000","fear"
"552743458579000000","anticipation"
"531867610673995000","happiness"
"500771703526420000","sadness"
"479945990104186000","trust"
"494025601729000000","fear"
"483766904592000000","fear"
"526444000000000000","anger"
"483979056653000000","fear"
"476437765182476000","disgust"
"474662077240729000","trust"
"528279000000000000","anticipation"
"483559106176000000","surprise"
"525387000000000000","anticipation"
"519280462431137000","sadness"
"771030559368000000","anger"
"772804416601000000","anger"
"507617550046000000","anticipation"
"517005719385000000","fear"
"559298048434503000","happiness"
"486859788526000000","anticipation"
"475262655427776000","disgust"
"493802192139000000","surprise"
"769725721195000000","anger"
"475552364389076000","sadness"
"497415236912041000","sadness"
"524283986059591000","happiness"
"493392270222000000","fear"
"531447936995954000","trust"
"495556753368000000","fear"
"527363284669000000","fear"
"476818821886000000","anticipation"
"472456456307000000","fear"
"524012455236612000","happiness"
"494990119691000000","fear"
"772842744839000000","anger"
"481784445800681000","sadness"
"497234156192272000","happiness"
"485603380568399000","happiness"
"770306132062000000","anger"
"474097079296327000","happiness"
"511946805744000000","fear"
"772905398043000000","anger"
"479326826922512000","happiness"
"495713276421000000","surprise"
"476541964260000000","surprise"
"481942004827000000","surprise"
"481560788763566000","trust"
"550320237196000000","anticipation"
"518937431249154000","disgust"
"495697069609000000","surprise"
"473940594008408000","sadness"
"506471028638638000","trust"
"554021848912908000","happiness"
"483900979709000000","surprise"
"481318882276159000","sadness"
"502275852214603000","trust"
"522612000000000000","anticipation"
"547457884767158000","disgust"
"531895997723848000","trust"
"546254000000000000","anticipation"
"477075416847000000","surprise"
"526486029214437000","happiness"
"479063563064000000","fear"
"493657673196000000","surprise"
"472114792522448000","disgust"
"516314284184203000","trust"
"481868910724000000","fear"
"474896425566756000","disgust"
"548608709522231000","trust"
"475627031397289000","disgust"
"504884700922000000","fear"
"523156276117639000","trust"
"528403000000000000","anticipation"
"482545523246000000","fear"
"513642940363972000","sadness"
"542252000000000000","anger"
"483093148353000000","fear"
"526792557338972000","happiness"
"471697715110000000","surprise"
"474615860179382000","happiness"
"525600000000000000","anger"
"478320265298857000","trust"
"514635434295455000","disgust"
"476970060100038000","disgust"
"516974081736839000","trust"
"481194084930000000","surprise"
"509572544492000000","surprise"
"527924746802000000","fear"
"772159786201000000","anger"
"771810083509000000","anger"
"476348757848494000","disgust"
"492827000000000000","anger"
"500880860271000000","fear"
"505776791638646000","sadness"
"557498230657650000","happiness"
"770934757216000000","anger"
"550486440694796000","sadness"
"771648627354000000","anger"
"521977785753948000","happiness"
"519195586491215000","disgust"
"481918021817000000","fear"
"514303811649687000","sadness"
"770617776428000000","anger"
"507695656376000000","fear"
"483478122558000000","surprise"
"478484325487218000","happiness"
"535542781461000000","anticipation"
"481910484640000000","surprise"
"486902629151000000","surprise"
"540637870965000000","anticipation"
"535811187553079000","trust"
"496023361319759000","trust"
"479535527129915000","happiness"
"504882670879670000","disgust"
"503064167457112000","trust"
"514293678245171000","happiness"
"772949972778000000","anger"
"495694653724000000","surprise"
"476872903238373000","sadness"
"770025000000000000","anger"
"516752903520784000","sadness"
"484122162102427000","sadness"
"487465000000000000","anger"
"498813101971000000","fear"
"483088853377000000","fear"
"512258081854000000","anticipation"
"478662692468000000","anticipation"
"528602000000000000","anticipation"
"513276370785000000","fear"
"503894169896000000","anticipation"
"512557186024000000","fear"
"526961625555677000","trust"
"506574523073060000","trust"
"498967800485000000","fear"
"486629244437417000","happiness"
"500358010922000000","fear"
"522067195762065000","happiness"
"511499328066555000","disgust"
"496645397562286000","happiness"
"475184322598000000","surprise"
"493803668508913000","sadness"
"543339000000000000","anger"
"474675117302501000","sadness"
"474512365736558000","disgust"
"479212783821549000","trust"
"542340947154000000","anticipation"
"524641877644308000","disgust"
"527117334885000000","fear"
"472048031798673000","happiness"
"503685264191942000","happiness"
"516599362634276000","trust"
"486630452397000000","surprise"
"476760588174000000","fear"
"498258396877836000","trust"
"504432374600302000","trust"
"771773884195000000","anger"
"506152819368267000","trust"
"544348441699024000","happiness"
"770162605378000000","anger"
"502685950317559000","happiness"
"474680586683301000","disgust"
"501158502229082000","trust"
"493927060738686000","happiness"
"478142393238028000","disgust"
"515581996467118000","disgust"
"476813167989768000","happiness"
"557650513240788000","happiness"
"560100708188299000","happiness"
"504714970006000000","fear"
"770267097369000000","anger"
"531867610673995000","happiness"
"483731705980000000","fear"
"507627528295419000","happiness"
"532648049021956000","happiness"
"531916109403140000","trust"
"771486405827000000","anger"
"522440329400954000","sadness"
"528689000000000000","anticipation"
"538479427621879000","trust"
"522408289145856000","sadness"
"529570675577466000","trust"
"538695765611000000","anticipation"
"484135508412000000","fear"
"770165039706000000","anger"
"534928911503618000","sadness"
"538053000000000000","anticipation"
"525971000000000000","anticipation"
"484335434081000000","fear"
"520065000000000000","anger"
"517821532479819000","sadness"
"475441387291156000","disgust"
"474980093539151000","disgust"
"770676128164000000","anger"
"772636488383000000","anger"
"480869856846577000","happiness"
"532529970963152000","disgust"
"476429502415781000","sadness"
"772927424468000000","anger"
"519177265780000000","fear"
"494990790754861000","trust"
"562510176469909000","happiness"
"526447370339000000","fear"
"526938000000000000","anticipation"
"496666373289000000","surprise"
"536932000000000000","anticipation"
"542678882210414000","happiness"
"496557761782000000","surprise"
"473324241043992000","disgust"
"476273528804000000","anticipation"
"563002118018000000","anticipation"
"523947317691000000","fear"
"484424990884786000","trust"
"522427000000000000","anticipation"
"477249757262000000","surprise"
"771421224275000000","anger"
"487019272754000000","surprise"
"472344116077000000","surprise"
"547766178697863000","disgust"
"507627528295419000","happiness"
"511227923018000000","fear"
"510337719768068000","sadness"
"770075425242000000","anger"
"477184095428960000","happiness"
"515292371387289000","trust"
"527887144883212000","trust"
"525982000000000000","anticipation"
"529464000000000000","anticipation"
"477164394779000000","anticipation"
"474141132088438000","disgust"
"482024351610000000","surprise"
"509745530168016000","trust"
"532096867123748000","trust"
"473384852943675000","sadness"
"539121000000000000","anticipation"
"525669603758714000","trust"
"526337000000000000","anticipation"
"528666475909754000","trust"
"501143880898000000","fear"
"542473155798000000","anticipation"
"543548545979006000","trust"
"514495617185000000","fear"
"472525335171330000","disgust"
"480123123929000000","fear"
"550532351533000000","anticipation"
"479351485257000000","anticipation"
"472389091624000000","fear"
"771519097381000000","anger"
"471755185472000000","fear"
"546061617755348000","happiness"
"494536342140000000","anticipation"
"515154563331000000","fear"
"522356560794644000","trust"
"479671766487281000","trust"
"513231462351000000","fear"
"543614000000000000","anticipation"
"504792115840000000","anticipation"
"481937835693000000","surprise"
"493928105140965000","happiness"
"519954612879519000","trust"
"522726000000000000","anticipation"
"519220077002883000","disgust"
"493869259056246000","happiness"
"497465996371000000","anticipation"
"547484522791464000","happiness"
"493084743865000000","surprise"
"492903155634405000","sadness"
"506520856953380000","happiness"
"514871439430676000","happiness"
"481513267303436000","trust"
"519219888259231000","disgust"
"536269830517563000","sadness"
"513251964114000000","fear"
"493083611391000000","fear"
"504246579495000000","anticipation"
"533676605588373000","happiness"
"772957487927000000","anger"
"527212168098611000","happiness"
"475233786008186000","trust"
"526782092571860000","disgust"
"527559070589255000","trust"
"508014691897966000","sadness"
"528615000000000000","anticipation"
"481910895699000000","surprise"
"769912998283000000","anger"
"476632905168000000","fear"
"472393797620744000","disgust"
"772740046999000000","anger"
"528665813201338000","trust"
"510000027935064000","sadness"
"475127368160260000","sadness"
"523415861608976000","sadness"
"558711420523937000","sadness"
"771726602510000000","anger"
"537713000000000000","anger"
"493990998721000000","surprise"
"505467830829993000","happiness"
"547725267436072000","disgust"
"496563847705000000","surprise"
"771892783821000000","anger"
"488111570178678000","sadness"
"483781861479000000","surprise"
"520897773466845000","trust"
"517579764400660000","trust"
"481967632032000000","surprise"
"520398563197000000","anticipation"
"547389521789000000","anticipation"
"498922938188000000","fear"
"528232000000000000","anticipation"
"549239004348960000","trust"
"506464829441000000","fear"
"476730603082000000","anticipation"
"526858000000000000","anticipation"
"482010820801335000","trust"
"477218933310000000","anticipation"
"483041579402133000","happiness"
"477063815369000000","fear"
"494448488240000000","fear"
"528227672015388000","trust"
"560770924447023000","sadness"
"559165336478429000","sadness"
"480461449073000000","surprise"
"510564455424741000","sadness"
"552191597220093000","happiness"
"534736380371000000","anticipation"
"493871175844000000","anticipation"
"556143004894117000","happiness"
"528232000000000000","anticipation"
"506501114368237000","trust"
"480208461251088000","happiness"
"528019000000000000","anticipation"
"477946791891968000","sadness"
"502312741126668000","sadness"
"546091015636279000","disgust"
"496558126696000000","surprise"
"510434075484000000","surprise"
"524167455740923000","happiness"
"528820616569000000","anticipation"
"504387331949000000","anticipation"
"524283986059591000","happiness"
"508697218384000000","fear"
"503316995904114000","happiness"
"769643960000000000","anger"
"508032257656000000","fear"
"529439947514580000","sadness"
"529570608460210000","trust"
"488536683861000000","fear"
"498272795906691000","sadness"
"530273284416225000","disgust"
"770342804128000000","anger"
"493964071306149000","happiness"
"526011032678838000","trust"
"477234095727000000","fear"
"486645644171000000","surprise"
"522584806426000000","anticipation"
"772613483645000000","anger"
"770315594739000000","anger"
"519156990497787000","disgust"
"507472708121014000","trust"
"480808032801013000","happiness"
"484758677098725000","sadness"
"524529298330000000","fear"
"501809802155008000","trust"
"558017875558928000","happiness"
"477284041507000000","surprise"
"500016565195000000","fear"
"472125634811000000","surprise"
"542017146851975000","happiness"
"503064167457112000","trust"
"474884056568856000","disgust"
"532639161275000000","anticipation"
"495274795483668000","trust"
"477951774720921000","trust"
"475429102175000000","fear"
"474002636174151000","disgust"
"525040277795262000","happiness"
"520878655804000000","fear"
"519512424211000000","fear"
"484644713677000000","surprise"
"770262710915000000","anger"
"509965257159000000","anticipation"
"533935226393620000","sadness"
"476486356185530000","happiness"
"475169533460639000","happiness"
"771513000000000000","anger"
"475012729410000000","fear"
"525374115047000000","fear"
"523151641445277000","sadness"
"511938169689000000","fear"
"502214569268236000","sadness"
"474269792367439000","sadness"
"482188898374672000","sadness"
"485148768338000000","fear"
"477069154747695000","sadness"
"505850179367362000","trust"
"478211867697901000","happiness"
"550805170058000000","anticipation"
"540915068314000000","anticipation"
"484799953257000000","surprise"
"512052393149000000","fear"
"487465000000000000","anger"
"503495711036436000","trust"
"493086610314000000","surprise"
"476389044151000000","anticipation"
"481056276873000000","anticipation"
"770581618935000000","anger"
"772562558692000000","anger"
"480869856846577000","happiness"
"498193687139000000","fear"
"525754710369000000","anticipation"
"528557000000000000","anticipation"
"772112528810000000","anger"
"528971393400987000","sadness"
"505807000000000000","anger"
"480722624184463000","happiness"
"498259646746882000","trust"
"472179313488314000","disgust"
"482014033630000000","surprise"
"484484617097846000","sadness"
"771457550697000000","anger"
"482305382564364000","sadness"
"772713508539000000","anger"
"526823000000000000","anticipation"
"479306421667123000","sadness"
"488324099752484000","trust"
"512268559196487000","happiness"
"472257512105000000","surprise"
"481025561989357000","trust"
"472124816904826000","disgust"
"475302388049000000","fear"
"471933778953117000","sadness"
"525319257752000000","fear"
"499040139625000000","trust"
"475756354347737000","disgust"
"479765035255103000","disgust"
"482018710258000000","surprise"
"505027915440865000","sadness"
"472899441952047000","disgust"
"500853937050632000","trust"
"526484053709434000","happiness"
"471745303701000000","fear"
"503702142092000000","fear"
"522894018900799000","trust"
"528243648131895000","trust"
"524173101261549000","sadness"
"513828932584000000","fear"
"475678076060176000","sadness"
"770661764795000000","anger"
"515806000000000000","anger"
"770549194227000000","anger"
"477232929727209000","trust"
"528231000000000000","anticipation"
"563194435228291000","trust"
"549848478651000000","anticipation"
"527400000000000000","anticipation"
"528315000000000000","anticipation"
"520565085463000000","fear"
"484754507985723000","sadness"
"542392000000000000","anticipation"
"474304672170541000","disgust"
"530507813123264000","trust"
"519529595675000000","fear"
"475026440594157000","happiness"
"514865336714133000","happiness"
"515129020028000000","fear"
"514612780867940000","sadness"
"477847374279503000","happiness"
"547484522791464000","happiness"
"562907771306528000","happiness"
"512648034673000000","fear"
"529570805588303000","trust"
"546840680346439000","disgust"
"531225542431752000","trust"
"497840421872000000","fear"
"508211710952341000","sadness"
"497037388825000000","surprise"
"476193044333465000","disgust"
"527760694994000000","fear"
"541688000000000000","anger"
"517792197547393000","sadness"
"480871312270000000","fear"
"483041415808000000","fear"
"527281189569036000","trust"
"476880813695705000","sadness"
"771307138380000000","anger"
"508394351894867000","sadness"
"512308090516000000","fear"
"547813150725517000","disgust"
"511634602721000000","anticipation"
"478525706507000000","fear"
"539526409749000000","anticipation"
"506222205765000000","fear"
"497763200546000000","fear"
"526448553137000000","fear"
"480828714948000000","surprise"
"495358727714000000","surprise"
"511186785293000000","fear"
"542600293524000000","anticipation"
"493961361782000000","fear"
"476606602674315000","trust"
"493531877622000000","fear"
"514149327078000000","fear"
"546022153519251000","happiness"
"476534171255000000","surprise"
"544841356279955000","happiness"
"771906225374000000","anger"
"538705000000000000","anticipation"
"484531773646000000","surprise"
"772141179564000000","anger"
"472793565131595000","disgust"
"769837393323000000","anger"
"522193255564206000","trust"
"519091202839154000","disgust"
"769974935721000000","anger"
"476881216369876000","sadness"
"475062910096392000","disgust"
"481454777717366000","trust"
"537293000000000000","anticipation"
"483669110174000000","surprise"
"560543215674093000","disgust"
"528930000000000000","anticipation"
"557015256548265000","happiness"
"484568910029524000","sadness"
"553945281869000000","anticipation"
"772181880712000000","anger"
"503052725404176000","sadness"
"477113434019225000","trust"
"472744143622377000","disgust"
"562279355535994000","happiness"
"486382338339651000","sadness"
"480543644844000000","fear"
"524286204863201000","happiness"
"507570020164000000","fear"
"770755856036000000","anger"
"476865701610000000","fear"
"546358096319000000","anticipation"
"475261590053605000","disgust"
"772908488046000000","anger"
"772809441964000000","anger"
"553236297716748000","trust"
"542428000000000000","anticipation"
"520132552062000000","fear"
"475419409159159000","trust"
"480769348747816000","trust"
"770790711181000000","anger"
"473899498222006000","trust"
"544949061816958000","happiness"
"493210300351385000","trust"
"476643109904719000","disgust"
"521705269269504000","disgust"
"472495324931000000","fear"
"523230079108000000","fear"
"522026771060000000","fear"
"549442985939570000","sadness"
"471951680217415000","disgust"
"528346000000000000","anticipation"
"501869977800941000","sadness"
"516361092625207000","happiness"
"506109509006000000","anticipation"
"770991336032000000","anger"
"499312450614000000","fear"
"530840027170095000","trust"
"521448078734000000","anticipation"
"545443872248053000","happiness"
"528450000000000000","anticipation"
"514221309719363000","trust"
"475941293789000000","anticipation"
"477666243265036000","happiness"
"519114787389583000","disgust"
"495322593764000000","surprise"
"497032544412774000","sadness"
"480876399952000000","fear"
"495587891884000000","fear"
"528280000000000000","anticipation"
"478779889680515000","sadness"
"481114158294000000","surprise"
"525423150650000000","fear"
"497830000000000000","anger"
"520789459734781000","happiness"
"498700312903819000","sadness"
"547562218078752000","happiness"
"481159884596000000","surprise"
"494407396643000000","anticipation"
"477826755073000000","fear"
"501081092128899000","trust"
"495174778102104000","trust"
"769929140854000000","anger"
"772751974131000000","anger"
"502910832087285000","trust"
"477533938140000000","surprise"
"501486693921193000","trust"
"512909989925000000","fear"
"518745000000000000","anticipation"
"472854990684299000","happiness"
"527918000000000000","anticipation"
"528997200978669000","trust"
"495954226585927000","trust"
"497594136548000000","fear"
"479948036928733000","trust"
"533326188279000000","anticipation"
"472216902849544000","happiness"
"476205929210000000","surprise"
"772771629944000000","anger"
"521808851797278000","sadness"
"477824217548000000","fear"
"476355762340364000","disgust"
"769739071330000000","anger"
"518972185277247000","sadness"
"493391561398000000","fear"
"529115572621934000","sadness"
"475437935399952000","sadness"
"476880834658861000","sadness"
"544321946284879000","happiness"
"501129955808000000","fear"
"537672000000000000","anticipation"
"512415812851000000","fear"
"504432655601922000","trust"
"528215000000000000","anticipation"
"484053983721000000","fear"
"770403245777000000","anger"
"503263946376085000","trust"
"509302875916000000","fear"
"513686041040000000","fear"
"474605848371527000","trust"
"498424747152000000","fear"
"475231277839179000","trust"
"518910080217931000","sadness"
"473482626373005000","disgust"
"507441900958142000","sadness"
"504029117453000000","fear"
"528191160586883000","happiness"
"482167666770000000","anticipation"
"488405884474000000","anticipation"
"525980000000000000","anticipation"
"519220072808587000","disgust"
"501525008897044000","sadness"
"474543231603000000","fear"
"520394670874980000","happiness"
"493094403348000000","surprise"
"481910153303000000","surprise"
"527899035702000000","fear"
"526491301458374000","sadness"
"514566857434000000","fear"
"483016778470000000","surprise"
"479640086909173000","happiness"
"500422968091000000","fear"
"477308590764875000","sadness"
"475686087201808000","disgust"
"516786084681000000","anticipation"
"474919410369449000","disgust"
"518804136293584000","disgust"
"519219879870623000","disgust"
"531802917712723000","trust"
"474475715908231000","disgust"
"471757358113000000","fear"
"478245396943495000","sadness"
"527787000000000000","anticipation"
"493531886011000000","fear"
"474247776462000000","anticipation"
"494395233158000000","anticipation"
"529293734072967000","trust"
"506565836673277000","sadness"
"499688801342000000","anticipation"
"558684350473000000","surprise"
"475659860185329000","happiness"
"504371683026000000","fear"
"500819644387581000","trust"
"558091816965509000","sadness"
"516547994993164000","sadness"
"481399647765000000","fear"
"527473645216473000","sadness"
"481000714961825000","trust"
"538356000000000000","anger"
"477317684008000000","fear"
"492891411588000000","fear"
"475278627341611000","disgust"
"547798718112489000","disgust"
"546062909588389000","happiness"
"483438457016963000","trust"
"504432219419451000","trust"
"511498719855000000","fear"
"543839000000000000","anticipation"
"535036000000000000","anger"
"530464007816503000","sadness"
"499768526639000000","fear"
"494990744651051000","trust"
"493842189018000000","surprise"
"474306437993078000","disgust"
"477881889206726000","sadness"
"476121590175137000","disgust"
"475971803173494000","disgust"
"521704975634677000","disgust"
"477309287040307000","trust"
"483358752637000000","surprise"
"546100092101754000","disgust"
"521322455114481000","happiness"
"475974751760830000","happiness"
"557015424328810000","happiness"
"537674000000000000","anticipation"
"500767165289877000","trust"
"501914202547000000","fear"
"510493940781000000","fear"
"485239138833031000","trust"
"478595499688091000","sadness"
"531926268024205000","trust"
"480208461251088000","happiness"
"527136469316427000","trust"
"557964624675368000","trust"
"507446581797195000","sadness"
"471878909034627000","disgust"
"525310101591000000","anticipation"
"475270737830617000","disgust"
"769976213943000000","anger"
"504750609020000000","fear"
"532988043482136000","happiness"
"528359000000000000","anticipation"
"525031092261000000","fear"
"475974030357315000","disgust"
"546782907998543000","happiness"
"473823975600967000","happiness"
"523506000000000000","anticipation"
"516983535706447000","trust"
"551870779110000000","anticipation"
"478500192535445000","happiness"
"479792440841216000","happiness"
"513804752401000000","fear"
"497029004433000000","anticipation"
"771745712380000000","anger"
"517292932760494000","disgust"
"771486751018000000","anger"
"500044209865232000","sadness"
"482317202134421000","happiness"
"500103743807832000","trust"
"546145956819767000","sadness"
"506477613712000000","fear"
"495186786390000000","fear"
"770067712555000000","anger"
"473799111775000000","fear"
"543774992262000000","anticipation"
"477134317450000000","surprise"
"770589541044000000","anger"
"523558828676000000","anticipation"
"476876774572000000","surprise"
"515990660059000000","fear"
"510942982967951000","sadness"
"560515260621135000","happiness"
"518803494556663000","disgust"
"512104863896000000","anticipation"
"523192636543000000","fear"
"528542000000000000","anticipation"
"471921661580000000","anticipation"
"479513821594136000","happiness"
"493870727058440000","happiness"
"538482845975465000","happiness"
"562454731969142000","happiness"
"525607000000000000","anticipation"
"473983141049139000","trust"
"523058611757000000","anticipation"
"557015902483644000","happiness"
"770223535147000000","anger"
"521971255218000000","fear"
"476090187412283000","disgust"
"772526988490000000","anger"
"486625322750586000","happiness"
"520977922417000000","fear"
"544457000000000000","anticipation"
"472804885545488000","happiness"
"546486000000000000","anticipation"
"560397291639414000","happiness"
"475293655503000000","anticipation"
"555148652847439000","happiness"
"497571571171852000","happiness"
"519064405427126000","disgust"
"520435000000000000","anger"
"519134177669574000","disgust"
"543755606168000000","anticipation"
"479057447756500000","trust"
"486639696631000000","surprise"
"543539000000000000","anticipation"
"495178129343000000","anticipation"
"520305000000000000","anticipation"
"511957362836373000","happiness"
"498280144331882000","happiness"
"524996157937000000","fear"
"473864400307486000","disgust"
"528014039339651000","trust"
"512742142285000000","fear"
"500464609162436000","trust"
"770021494118000000","anger"
"535496916768161000","sadness"
"473919299556769000","happiness"
"497583671776256000","happiness"
"506879222489419000","trust"
"474334191686000000","fear"
"482576582071000000","surprise"
"512882991191000000","fear"
"516369724486000000","anticipation"
"478784851564000000","fear"
"475621025129000000","fear"
"475239825839112000","disgust"
"515760896103000000","anticipation"
"528478839538601000","trust"
"529310817464770000","sadness"
"772458307865000000","anger"
"557459915707392000","happiness"
"562684252681416000","happiness"
"546841317893230000","disgust"
"519991000000000000","anticipation"
"770033799523000000","anger"
"509830372528357000","trust"
"501763635447000000","fear"
"482657796362000000","surprise"
"546684773868244000","disgust"
"496146413819000000","surprise"
"481950598968000000","surprise"
"475996985775000000","anticipation"
"512172220240000000","anticipation"
"546756672639623000","disgust"
"769806083704000000","anger"
"481862531162468000","sadness"
"475442951758155000","disgust"
"533577557091045000","disgust"
"480168858633000000","surprise"
"484064750473000000","surprise"
"476476868686643000","disgust"
"514895342765371000","sadness"
"499195819606548000","happiness"
"558010183227000000","anticipation"
"481613871862000000","fear"
"523235477189000000","anticipation"
"498847176463000000","fear"
"472394355480000000","anticipation"
"484792487413000000","fear"
"518802265612632000","disgust"
"508940697748000000","anticipation"
"495950061671440000","trust"
"529879942574505000","trust"
"563017934734655000","happiness"
"496969994757000000","surprise"
"540629000000000000","anticipation"
"493816301753000000","surprise"
"519149398819758000","disgust"
"557015067804598000","happiness"
"518481409758208000","trust"
"501654705164914000","trust"
"531880000000000000","anger"
"473179055219417000","happiness"
"772293128254000000","anger"
"472374541558000000","fear"
"486605286556000000","surprise"
"473002823131463000","disgust"
"476985713251000000","fear"
"478288166260981000","trust"
"770013434352000000","anger"
"472632059240796000","sadness"
"771211951704000000","anger"
"479687545493000000","surprise"
"525601781879816000","happiness"
"471781936751325000","disgust"
"515619384476188000","trust"
"494003401270000000","surprise"
"561262249377951000","happiness"
