"tweet_id","emotion_relevance","emotion_category"
"474791022694633000","YES","disgust"
"526737347707019000","YES","happiness"
"515344720500000000","YES","fear"
"476109627990745000","YES","disgust"
"506218665771945000","YES","happiness"
"528217000000000000","YES","anticipation"
"534803753468047000","YES","disgust"
"505812858441977000","YES","sadness"
"493212863050551000","YES","happiness"
"525982000000000000","YES","anticipation"
"525037000000000000","YES","anticipation"
"536642121119000000","YES","anticipation"
"521796147254000000","YES","fear"
"543718000000000000","YES","anger"
"537345287786729000","YES","happiness"
"478566387029000000","YES","fear"
"522921462231883000","YES","trust"
"493657668985000000","YES","surprise"
"475840437563838000","YES","disgust"
"515053434475921000","YES","happiness"
"498199370425000000","YES","anticipation"
"507457612829323000","YES","trust"
"473405128209211000","YES","disgust"
"506100277314000000","YES","anticipation"
"528981564604968000","YES","trust"
"518829000000000000","YES","anger"
"492852597523771000","YES","happiness"
"551015472460615000","YES","happiness"
"475727451394293000","YES","trust"
"771872141894000000","NO","anger"
"537718333378789000","YES","happiness"
"546423879770849000","NO","disgust"
"772903706002000000","NO","anger"
"533734763798876000","YES","happiness"
"472550589079879000","YES","disgust"
"498922095149985000","NO","happiness"
"518681000000000000","YES","anticipation"
"513177649452000000","YES","fear"
"499254200144904000","YES","trust"
"560012506182000000","YES","anticipation"
"496292295873000000","NO","surprise"
"770331788498000000","YES","anger"
"528213000000000000","YES","anticipation"
"497501601813000000","YES","surprise"
"486652313114000000","YES","surprise"
"516335628981000000","YES","fear"
"473864677131000000","YES","anticipation"
"474543802053828000","YES","happiness"
"496377180205000000","YES","surprise"
"476016703202414000","YES","disgust"
"769978097299000000","YES","anger"
"471701645190000000","NO","surprise"
"496642876776775000","YES","sadness"
"500842985689346000","YES","trust"
"487004571718672000","YES","happiness"
"514496623822000000","NO","surprise"
"772403450647000000","YES","anger"
"498388009252000000","YES","anticipation"
"493192390648541000","YES","happiness"
"480401881572000000","YES","surprise"
"475398731240443000","YES","sadness"
"541328000000000000","YES","anticipation"
"494375188583000000","YES","surprise"
"473191340315271000","YES","sadness"
"508777593852919000","NO","disgust"
"769789566086000000","NO","anger"
"534391705077022000","YES","happiness"
"506103532127000000","YES","fear"
"484711545738000000","YES","surprise"
"536816130208186000","YES","happiness"
"482806882898000000","YES","surprise"
"541943402611000000","YES","anticipation"
"481390009288000000","YES","fear"
"507363723325886000","YES","happiness"
"519172000000000000","YES","anger"
"481060706075000000","NO","fear"
"528975721935273000","YES","disgust"
"526035000000000000","YES","anticipation"
"526297105191960000","YES","disgust"
"472130001081364000","YES","disgust"
"540993409533000000","YES","anticipation"
"770357603835000000","YES","anger"
"527944422282000000","YES","fear"
"511969085907673000","YES","happiness"
"532074427580571000","YES","sadness"
"476839977955766000","YES","disgust"
"476425635251000000","YES","anticipation"
"770975948699000000","YES","anger"
"558021960832413000","YES","happiness"
"542494000000000000","YES","anger"
"479941879698423000","YES","disgust"
"476666413470724000","YES","happiness"
"494990824321867000","YES","trust"
"481197633320000000","YES","anticipation"
"504432668209999000","YES","trust"
"526472888489000000","YES","fear"
"541839000000000000","YES","anticipation"
"484069984965000000","YES","surprise"
"502612763903000000","YES","fear"
"514124559688015000","YES","trust"
"528466000000000000","YES","anticipation"
"482762838529000000","YES","surprise"
"519032155432046000","YES","sadness"
"472425800143101000","NO","disgust"
"526072286282252000","YES","trust"
"772461279458000000","YES","anger"
"507408413651791000","YES","trust"
"506233014486000000","YES","fear"
"525593263248000000","YES","anticipation"
"476787452703932000","YES","trust"
"772846801511000000","NO","anger"
"481297780715958000","YES","sadness"
"475008195392335000","YES","trust"
"502904997827186000","YES","happiness"
"512472901522833000","NO","trust"
"510496704836022000","YES","happiness"
"488099624792000000","YES","fear"
"519256361960000000","YES","fear"
"546422441153556000","NO","disgust"
"495504811119000000","YES","fear"
"499599978549882000","YES","trust"
"472436294300000000","YES","fear"
"551609339749000000","YES","surprise"
"532102089032204000","NO","trust"
"479786203907000000","NO","surprise"
"483329375740243000","YES","trust"
"497814022935166000","NO","trust"
"547551908484104000","YES","happiness"
"556648166859108000","YES","happiness"
"482643397337821000","YES","happiness"
"493265635779000000","YES","fear"
"558021960832413000","NO","happiness"
"482017179362000000","NO","surprise"
"480880032253247000","YES","sadness"
"484533451363000000","NO","surprise"
"562033447686770000","YES","happiness"
"511539870175000000","YES","fear"
"770989545467000000","YES","anger"
"482300416517000000","YES","fear"
"511243886539186000","YES","trust"
"474505164108210000","YES","disgust"
"551635369616506000","YES","happiness"
"552978670965000000","YES","anticipation"
"528982508311000000","YES","anticipation"
"476389430022778000","YES","disgust"
"508586000000000000","YES","anger"
"772530177113000000","YES","anger"
"497226669372000000","YES","surprise"
"516718296331075000","YES","trust"
"493903400702967000","YES","disgust"
"771791007915000000","YES","anger"
"492757000000000000","YES","anger"
"477426282938900000","YES","trust"
"505807000000000000","YES","anger"
"482688381244000000","YES","surprise"
"771241951086000000","YES","anger"
"473191340315271000","YES","sadness"
"523948898940000000","YES","fear"
"482033096759000000","YES","surprise"
"486913488204000000","YES","surprise"
"479404228621000000","YES","anticipation"
"482772342808928000","YES","happiness"
"480923493614120000","YES","sadness"
"522739000000000000","YES","anticipation"
"500296908309405000","YES","trust"
"556239624897000000","YES","anticipation"
"494266166034972000","YES","happiness"
"563452305228300000","NO","sadness"
"475184154817000000","YES","surprise"
"511626000000000000","YES","anger"
"471950732296000000","YES","fear"
"474952843154000000","YES","anticipation"
"479631320818016000","NO","disgust"
"471998765478723000","YES","sadness"
"525331190523000000","YES","fear"
"474989316830000000","YES","surprise"
"494887891920000000","YES","surprise"
"497526205583982000","YES","trust"
"532285405274464000","YES","sadness"
"534931587490521000","NO","disgust"
"474158714602389000","YES","disgust"
"495419398308376000","YES","trust"
"772544823119000000","YES","anger"
"505444246250192000","YES","disgust"
"503773545906708000","YES","happiness"
"556762839122000000","NO","anticipation"
"506221786313150000","YES","sadness"
"771784216422000000","NO","anger"
"492823371596000000","YES","surprise"
"496221542184000000","YES","surprise"
"493686072833000000","NO","surprise"
"513106493076688000","YES","trust"
"507758214385897000","NO","happiness"
"486627868672552000","YES","happiness"
"769891087272000000","YES","anger"
"560442342667059000","YES","trust"
"500619076993949000","YES","trust"
"520017000000000000","NO","anger"
"510568511345668000","YES","happiness"
"769647221151000000","YES","anger"
"546255474283130000","NO","disgust"
"521031000000000000","YES","anticipation"
"497794632680738000","YES","happiness"
"771855528562000000","YES","anger"
"539277901443506000","NO","sadness"
"485578483197000000","YES","surprise"
"519073293156896000","YES","disgust"
"507123729454000000","YES","anticipation"
"769946654334000000","YES","anger"
"514512134366000000","YES","fear"
"527426857731000000","YES","fear"
"481846974497316000","YES","sadness"
"496454049227000000","NO","surprise"
"493763986207158000","YES","happiness"
"500507772715147000","YES","sadness"
"473028341302583000","YES","disgust"
"522753442591150000","YES","sadness"
"770723844944000000","NO","anger"
"479569740060000000","YES","anticipation"
"492808821543000000","YES","surprise"
"523561000000000000","YES","anticipation"
"515962587591090000","YES","sadness"
"483451153154000000","YES","surprise"
"476113780343000000","YES","surprise"
"481967426532000000","YES","fear"
"520394670874980000","YES","happiness"
"474967560950000000","YES","fear"
"530493451834785000","YES","trust"
"516256633455128000","YES","trust"
"557378026099335000","YES","happiness"
"519886514189000000","YES","fear"
"476881585439252000","YES","sadness"
"561262249377951000","YES","happiness"
"771103752372000000","YES","anger"
"500771703526420000","YES","sadness"
"493085192656000000","YES","surprise"
"769972176519000000","NO","anger"
"474268643137000000","YES","anticipation"
"523890048639713000","YES","disgust"
"769832920119000000","YES","anger"
"772942213093000000","NO","anger"
"495051348120000000","YES","surprise"
"485566802060000000","YES","surprise"
"551436014343000000","NO","fear"
"474807133050241000","YES","trust"
"479948070491537000","YES","trust"
"516785967223406000","YES","trust"
"511796603528000000","YES","anticipation"
"508296209375559000","YES","sadness"
"521549635391733000","YES","sadness"
"508394356114325000","YES","sadness"
"770352671514000000","YES","anger"
"526472997520000000","YES","fear"
"543452710326898000","YES","sadness"
"471748449407209000","YES","happiness"
"523591007355822000","YES","sadness"
"511539983435000000","YES","fear"
"472210133255000000","YES","surprise"
"560122619253755000","NO","happiness"
"771664609149000000","YES","anger"
"518918405886000000","YES","fear"
"498268261856000000","YES","fear"
"477402056643000000","YES","surprise"
"475012926576000000","YES","fear"
"495959054251000000","YES","fear"
"558971463164637000","YES","happiness"
"512621216281000000","YES","fear"
"515212104974868000","NO","sadness"
"476437354119323000","YES","trust"
"511997313582399000","YES","sadness"
"507329267119000000","YES","fear"
"476953270313689000","YES","trust"
"493203463619000000","NO","surprise"
"504329710617120000","YES","happiness"
"493192101236969000","YES","trust"
"486640040547000000","NO","surprise"
"514806398359000000","YES","anticipation"
"485560112124153000","YES","happiness"
"533788090209271000","YES","sadness"
"494204790789144000","YES","sadness"
"526413169960000000","YES","fear"
"494187703198416000","YES","sadness"
"498369965334880000","YES","sadness"
"497685572383965000","YES","sadness"
"477559288521449000","YES","trust"
"478540910838710000","YES","happiness"
"517006122050674000","YES","sadness"
"495694825669000000","NO","surprise"
"486513397740000000","NO","surprise"
"528664978560020000","YES","trust"
"473508454888644000","YES","disgust"
"532380653724000000","YES","fear"
"539077841543913000","YES","sadness"
"534369043252000000","YES","anticipation"
"479948510872084000","YES","happiness"
"526751591584382000","YES","trust"
"772576562768000000","YES","anger"
"481763088438000000","YES","anticipation"
"546624000000000000","YES","anticipation"
"496752385885000000","YES","surprise"
"504360559714639000","YES","trust"
"476170688698000000","YES","fear"
"482733373556000000","NO","surprise"
"563124625232494000","YES","happiness"
"547414540850180000","YES","happiness"
"493654623925051000","YES","happiness"
"533545512612290000","YES","happiness"
"514862000000000000","YES","anger"
"476315287306784000","YES","happiness"
"546090428433711000","NO","disgust"
"543445760352591000","YES","trust"
"518095844177000000","YES","anticipation"
"546379533411049000","NO","disgust"
"532075149013430000","YES","sadness"
"475398731240443000","YES","sadness"
"771538080482000000","YES","anger"
"523697177789000000","YES","fear"
"771830320015000000","NO","anger"
"499296080270000000","YES","fear"
"545704854430027000","YES","happiness"
"473131764421000000","YES","surprise"
"519960405234000000","YES","fear"
"486613100548747000","YES","trust"
"510127329285115000","NO","happiness"
"495694989243000000","YES","surprise"
"476516567782408000","NO","disgust"
"496125278704000000","YES","fear"
"506679527503060000","YES","happiness"
"502173242783000000","YES","fear"
"495035845976000000","NO","surprise"
"518815364444979000","NO","disgust"
"486601750766000000","YES","surprise"
"554868993446903000","NO","sadness"
"494137941955000000","YES","anticipation"
"528014039339651000","YES","trust"
"478708703966000000","YES","fear"
"504154489390002000","YES","sadness"
"505870190391730000","YES","sadness"
"515118408426000000","YES","fear"
"545287000000000000","YES","anticipation"
"493255493952000000","YES","surprise"
"530854916953108000","YES","trust"
"473925238661857000","NO","happiness"
"771399107429000000","YES","anger"
"559285377459000000","YES","anticipation"
"528974799200976000","YES","trust"
"529570675577462000","YES","trust"
"496774343058000000","YES","surprise"
"474936711844073000","YES","disgust"
"512576697926000000","YES","anticipation"
"481943045043000000","YES","surprise"
"772541177782000000","YES","anger"
"505936993088000000","YES","anticipation"
"528632275538149000","YES","happiness"
"772459097787000000","YES","anger"
"514824576446898000","YES","trust"
"535575000000000000","YES","anger"
"543853794824450000","YES","happiness"
"550069774336929000","NO","happiness"
"519069077898149000","YES","disgust"
"499463244226887000","YES","trust"
"475268967863312000","YES","disgust"
"497261767333000000","YES","fear"
"527130000000000000","YES","anticipation"
"517456946795130000","YES","sadness"
"561637169857437000","YES","disgust"
"482003950507000000","YES","surprise"
"562014954996633000","YES","happiness"
"546841565365555000","YES","disgust"
"535908243743461000","YES","happiness"
"494273715795000000","YES","surprise"
"495878238389000000","YES","fear"
"770914970339000000","YES","anger"
"769894212918000000","YES","anger"
"482185668743794000","YES","sadness"
"770391311682000000","YES","anger"
"515248146620747000","YES","sadness"
"474358652900753000","NO","disgust"
"484791975704000000","YES","fear"
"477251380467000000","YES","surprise"
"772440006166000000","YES","anger"
"532076268888784000","YES","sadness"
"504755818365849000","YES","sadness"
"485131307488276000","YES","happiness"
"475337611830000000","YES","fear"
"502333410648000000","YES","anticipation"
"473882880398000000","YES","fear"
"519220014092521000","YES","disgust"
"560920338121240000","YES","sadness"
"510149382927175000","NO","disgust"
"481941098882000000","NO","surprise"
"473115326939279000","YES","trust"
"483424540316000000","YES","surprise"
"525645000000000000","YES","anticipation"
"522502774232072000","YES","sadness"
"493942378344898000","YES","sadness"
"539418704233000000","YES","anticipation"
"526471303029473000","YES","trust"
"493267078623670000","YES","happiness"
"527451373450000000","YES","anticipation"
"483409352754000000","YES","surprise"
"473196063117955000","YES","trust"
"479441188852752000","YES","trust"
"532074930922201000","YES","sadness"
"511082615538000000","YES","anticipation"
"504397255701000000","YES","fear"
"478959661765234000","YES","trust"
"483304696451000000","YES","anticipation"
"480402321986000000","NO","surprise"
"772489319676000000","YES","anger"
"477964680598540000","YES","sadness"
"521102795223470000","YES","happiness"
"479119204684025000","YES","sadness"
"471781089493528000","YES","disgust"
"519095116137390000","YES","disgust"
"770354689964000000","YES","anger"
"498431818765000000","YES","anticipation"
"471766510093000000","YES","anticipation"
"521911436076000000","YES","fear"
"484135130908000000","YES","fear"
"481943644811694000","YES","happiness"
"530080304464015000","YES","sadness"
"500241363146000000","YES","anticipation"
"502530551354773000","YES","sadness"
"507410976354742000","YES","sadness"
"558726863938000000","YES","anticipation"
"502579444323000000","NO","fear"
"494990744646877000","YES","trust"
"518801930097668000","YES","disgust"
"473937905463746000","YES","disgust"
"528687053161000000","YES","trust"
"471734994097156000","YES","trust"
"555231544873594000","YES","happiness"
"548926713254924000","YES","sadness"
"483041579402133000","YES","happiness"
"543547648402554000","YES","trust"
"499843449525248000","NO","trust"
"476880721437794000","YES","sadness"
"472529990866000000","YES","fear"
"516981203673817000","NO","disgust"
"485364317848000000","YES","anticipation"
"474511879214075000","YES","trust"
"476218579256623000","YES","disgust"
"476018640970874000","YES","disgust"
"550367175672750000","YES","happiness"
"495168776070000000","YES","surprise"
"475646962729885000","YES","disgust"
"769672624536000000","YES","anger"
"535262069277618000","YES","sadness"
"514830301693000000","YES","anticipation"
"528223000000000000","YES","anticipation"
"539482654773506000","NO","sadness"
"519106344281186000","NO","disgust"
"526472674571000000","YES","fear"
"771801164040000000","YES","anger"
"494735248614113000","NO","happiness"
"472176113251131000","YES","happiness"
"547651330244743000","NO","disgust"
"480227566301614000","YES","happiness"
"772120865140000000","YES","anger"
"541324566627241000","YES","trust"
"493274569647000000","YES","anticipation"
"546061538067767000","YES","happiness"
"479328009733021000","YES","disgust"
"526216000000000000","YES","anticipation"
"555843846169702000","YES","happiness"
"771656751188000000","YES","anger"
"493754775515570000","YES","trust"
"476399861253000000","YES","surprise"
"474999995515000000","YES","fear"
"476377232990932000","YES","disgust"
"486904264954875000","YES","sadness"
"494909626790000000","YES","surprise"
"528259000000000000","YES","anticipation"
"492877394232000000","YES","fear"
"484799974220000000","YES","surprise"
"521671559648000000","YES","fear"
"501525377991208000","YES","sadness"
"534476014781000000","YES","anticipation"
"534049634398650000","NO","disgust"
"477499184124000000","NO","surprise"
"519145766535716000","YES","disgust"
"521018000000000000","YES","anticipation"
"505731145037000000","YES","fear"
"472656205848928000","YES","disgust"
"519210966995582000","YES","trust"
"523104000000000000","YES","anticipation"
"474794776592539000","YES","disgust"
"475135383445848000","YES","disgust"
"544130698584784000","YES","sadness"
"532013970912473000","YES","disgust"
"493531667911000000","YES","fear"
"480415592760000000","YES","fear"
"531929023673552000","YES","sadness"
"531528455041458000","YES","disgust"
"536260649186115000","YES","happiness"
"772208000413000000","YES","anger"
"518735475511525000","YES","trust"
"473638822228000000","YES","fear"
"486542338442000000","YES","anticipation"
"472966798279585000","YES","disgust"
"493115815244226000","YES","happiness"
"479948250846617000","YES","trust"
"492911514903000000","NO","surprise"
"526979000000000000","YES","anger"
"537559788716957000","YES","happiness"
"483737443783307000","YES","sadness"
"525797630698000000","YES","fear"
"525127000000000000","YES","anticipation"
"471990808879443000","NO","disgust"
"488350708438000000","YES","surprise"
"561404423722000000","YES","anticipation"
"519201643053592000","NO","disgust"
"528225000000000000","YES","anticipation"
"516679922623000000","YES","surprise"
"514459307107028000","YES","trust"
"484532071450000000","YES","fear"
"498990399370000000","YES","fear"
"772952360532000000","YES","anger"
"524538127356919000","YES","trust"
"482024217384000000","YES","surprise"
"545952423249000000","YES","anticipation"
"517419240001785000","YES","happiness"
"524827714654453000","YES","trust"
"505156626031000000","YES","fear"
"485598481618000000","YES","surprise"
"552792666182672000","NO","sadness"
"479970564531290000","YES","happiness"
"482675026592686000","YES","trust"
"557600705893392000","YES","sadness"
"506190475821000000","YES","fear"
"482368372613472000","YES","happiness"
"769646984370000000","YES","anger"
"771283239261000000","NO","anger"
"770378672973000000","YES","anger"
"521704698839965000","YES","disgust"
"503123588158091000","YES","trust"
"482020908103000000","YES","surprise"
"528783408889991000","YES","trust"
"770021595344000000","YES","anger"
"484531551339000000","YES","surprise"
"494798465172795000","YES","trust"
"554737720107356000","YES","happiness"
"499758000000000000","YES","anticipation"
"516305622950625000","YES","happiness"
"771859607480000000","YES","anger"
"546841263371468000","YES","disgust"
"531827496329568000","NO","happiness"
"521845807813632000","YES","happiness"
"512887785259151000","YES","sadness"
"503722564162551000","YES","happiness"
"551236034113974000","YES","trust"
"772471169723000000","YES","anger"
"475683411219464000","YES","happiness"
"498727000000000000","YES","anger"
"473301516305000000","YES","surprise"
"513398022365933000","YES","sadness"
"494599000000000000","YES","anger"
"772722832388000000","YES","anger"
"529021053968711000","YES","trust"
"772339327339000000","NO","anger"
"513805712905000000","YES","fear"
"504928376202000000","YES","fear"
"523920583173000000","YES","fear"
"516358496351000000","YES","fear"
"479447253804000000","YES","anticipation"
"478628114630000000","YES","fear"
"557378026099335000","YES","happiness"
"526080000000000000","YES","anticipation"
"477110762230407000","YES","trust"
"496201837327000000","YES","surprise"
"515541445920000000","YES","fear"
"473389919658729000","YES","trust"
"488407650280000000","NO","surprise"
"557015055234252000","YES","happiness"
"503821537124700000","YES","happiness"
"506162801824374000","YES","happiness"
"521977785753948000","YES","happiness"
"480423503234000000","YES","anticipation"
"538482845975465000","YES","happiness"
"510911697666998000","YES","happiness"
"473128698381000000","YES","fear"
"480879600210554000","YES","sadness"
"475805385753000000","YES","fear"
"531486151287521000","YES","trust"
"501530339840000000","NO","fear"
"477169327289143000","YES","happiness"
"553467051512000000","YES","anticipation"
"484573544719000000","YES","fear"
"549326380106670000","YES","trust"
"532247501340831000","YES","trust"
"497548494115045000","YES","happiness"
"770098707723000000","YES","anger"
"478703989559549000","YES","happiness"
"476117433590108000","YES","disgust"
"510536550720000000","YES","surprise"
"544348441699024000","YES","happiness"
"482010510398000000","YES","surprise"
"534658282447589000","NO","happiness"
"512381801202216000","YES","happiness"
"496892232374000000","YES","surprise"
"510701214892171000","YES","sadness"
"500043241001996000","YES","sadness"
"522165015319572000","YES","trust"
"479517462250004000","YES","happiness"
"772587821870000000","YES","anger"
"530022012031213000","YES","disgust"
"488371021436000000","YES","fear"
"519069245661904000","YES","disgust"
"482339553551000000","YES","surprise"
"483039859725000000","YES","fear"
"561332269097287000","YES","happiness"
"507256630149000000","YES","anticipation"
"477178525402000000","NO","fear"
"520546000000000000","YES","anger"
"478567288799000000","YES","fear"
"515291670926000000","YES","fear"
"546693237990000000","YES","surprise"
"546840265110339000","NO","disgust"
"771862401604000000","YES","anger"
"560819226017923000","YES","happiness"
"474911256638271000","YES","disgust"
"492782363878096000","YES","happiness"
"523701665673654000","YES","sadness"
"526506000000000000","YES","anticipation"
"475032115512213000","YES","disgust"
"483625338418000000","YES","fear"
"515521967555000000","YES","fear"
"770032174104000000","YES","anger"
"523105000000000000","NO","anger"
"493391553009000000","YES","fear"
"562809574261284000","YES","sadness"
"523838592922030000","YES","trust"
"526070868611325000","YES","happiness"
"479551901671768000","YES","happiness"
"483275361489141000","YES","happiness"
"524138049463000000","YES","fear"
"510413494027000000","YES","fear"
"497032544412774000","YES","sadness"
"496654591480000000","NO","surprise"
"517446469457000000","YES","anticipation"
"473405811876573000","YES","disgust"
"524236670121000000","YES","fear"
"525273191716000000","YES","fear"
"521141588362141000","YES","trust"
"504622049394847000","YES","disgust"
"494394746618388000","YES","sadness"
"770896628266000000","NO","anger"
"534802763620691000","NO","disgust"
"481829320676356000","YES","trust"
"508586000000000000","YES","anger"
"475312756367695000","YES","disgust"
"512743102759000000","YES","fear"
"506158783690000000","YES","fear"
"474557307683000000","YES","anticipation"
"546840990745899000","NO","disgust"
"543129000000000000","YES","anticipation"
"475609973129748000","YES","happiness"
"516941739479683000","YES","trust"
"518290392782229000","YES","disgust"
"493927060738686000","YES","happiness"
"480340699289000000","YES","surprise"
"475698930152255000","YES","disgust"
"481154314539000000","YES","anticipation"
"481595563721000000","YES","fear"
"474919234213257000","YES","disgust"
"546573000000000000","YES","anticipation"
"506092249441000000","NO","surprise"
"477805917783000000","YES","anticipation"
"481910094583000000","YES","surprise"
"558711294686023000","YES","sadness"
"518936944739618000","YES","disgust"
"509734943757000000","YES","fear"
"772872760536000000","YES","anger"
"521302850950000000","YES","fear"
"518814244557430000","NO","disgust"
"481967548146000000","NO","surprise"
"477137484132794000","YES","happiness"
"474375664968007000","YES","trust"
"482018244699000000","NO","surprise"
"481025561989357000","YES","trust"
"471707244561000000","YES","surprise"
"503411078340964000","YES","trust"
"479174292681146000","YES","happiness"
"513737861661614000","NO","sadness"
"528667050521026000","YES","trust"
"528219000000000000","YES","anticipation"
"522502988128985000","YES","sadness"
"478794376844308000","YES","happiness"
"474463334335410000","NO","trust"
"484122162102427000","YES","sadness"
"515582382330486000","NO","disgust"
"559247171535376000","NO","sadness"
"497495922705000000","YES","fear"
"540480546837495000","YES","sadness"
"514517532418396000","YES","trust"
"497490482721607000","NO","sadness"
"480722624184463000","YES","happiness"
"770305785386000000","YES","anger"
"528315000000000000","YES","anticipation"
"518933572502044000","NO","disgust"
"493093237331000000","NO","surprise"
"474603516334702000","YES","sadness"
"482021981815000000","YES","surprise"
"477988642636718000","YES","trust"
